======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
criminal: 0.0
senior: 0.0
male: 0.0
athletic: 0.0
adult: 0.0
female: 0.0
average: 0.0
unknown: 0.0
senior: 0.0
female: 0.0
athletic: 0.0
adult: 0.0
unknown: 0.0
unspecified: 0.0
unknown: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
unemployed: 0.0
senior: 0.0
male: 0.0
average: 0.0
scmsroq: 0.0
jo: 0.0
hrhhsuikm: 0.0
ectuw: 0.0
xkixqjfcd: 0.0
dziv: 0.0
osmy: 0.0
ncwbwla: 0.0
adult: 0.0
female: 0.0
athletic: 0.0
unknown: 0.0
senior: 0.0
male: 0.0
average: 0.0
child: 0.0
female: 0.0
unspecified: 0.0
child: 0.0
unknown: 0.0
athletic: 0.0
senior: 0.0
unknown: 0.0
average: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
unknown: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
homeless: 0.0
lxnr: 0.0
eofrwdrvn: 0.0
qvntbxjwv: 0.0
lcuu: 0.0
wwrxo: 0.0
mnftw: 0.0
b: 0.0
iel: 0.0
oaw: 0.0
child: 0.0
male: 0.0
athletic: 0.0
senior: 0.0
male: 0.0
unspecified: 0.0
baby: 0.0
male: 0.0
unspecified: 0.0
adult: 0.0
male: 0.0
average: 0.0
homeless: 0.0
adult: 0.0
female: 0.0
unspecified: 0.0
criminal: 0.0
senior: 0.0
female: 0.0
unspecified: 0.0
adult: 0.0
unknown: 0.0
unspecified: 0.0
homeless: 0.0
senior: 0.0
female: 0.0
average: 0.0
senior: 0.0
unknown: 0.0
overweight: 0.0
adult: 0.0
female: 0.0
average: 0.0
unemployed: 0.0
zko: 0.0
hixjaq: 0.0
adult: 0.0
male: 0.0
athletic: 0.0
homeless: 0.0
senior: 0.0
female: 0.0
unspecified: 0.0
baby: 0.0
female: 0.0
overweight: 0.0
senior: 0.0
male: 0.0
athletic: 0.0
senior: 0.0
male: 0.0
overweight: 0.0
adult: 0.0
female: 0.0
overweight: 0.0
criminal: 0.0
adult: 0.0
unknown: 0.0
overweight: 0.0
unknown: 0.0
senior: 0.0
female: 0.0
overweight: 0.0
adult: 0.0
unknown: 0.0
average: 0.0
unknown: 0.0
adult: 0.0
male: 0.0
athletic: 0.0
unknown: 0.0
adult: 0.0
female: 0.0
average: 0.0
criminal: 0.0
baby: 0.0
male: 0.0
average: 0.0
senior: 0.0
female: 0.0
unspecified: 0.0
senior: 0.0
male: 0.0
athletic: 0.0
senior: 0.0
female: 0.0
unspecified: 0.0
adult: 0.0
female: 0.0
athletic: 0.0
homeless: 0.0
child: 0.0
unknown: 0.0
unspecified: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
doctor: 0.0
senior: 0.0
male: 0.0
average: 0.0
adult: 0.0
female: 0.0
average: 0.0
criminal: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
unemployed: 0.0
adult: 0.0
female: 0.0
overweight: 0.0
unknown: 0.0
lsnm: 0.0
b: 0.0
kwesft: 0.0
joaywifo: 0.0
vac: 0.0
toq: 0.0
gtmg: 0.0
dsz: 0.0
--
average age: 56.3======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
child: 1.0
female: 1.0
average: 1.0
senior: 1.0
unknown: 1.0
unspecified: 1.0
adult: 1.0
male: 1.0
athletic: 1.0
homeless: 1.0
senior: 1.0
unknown: 1.0
average: 1.0
adult: 1.0
female: 1.0
unspecified: 1.0
unknown: 1.0
adult: 1.0
unknown: 1.0
overweight: 1.0
unknown: 1.0
adult: 1.0
female: 1.0
unspecified: 1.0
doctor: 1.0
dvibcssq: 1.0
ymzg: 1.0
: 1.0
e: 1.0
child: 1.0
female: 1.0
unspecified: 1.0
zeeqhqav: 1.0
dqpjth: 1.0
senior: 1.0
female: 1.0
unspecified: 1.0
red: 0.52
null: 0.42
animal: 0.38
person: 0.38
pregnant: 0.33
pet: 0.25
green: 0.23
adult: 0.0
female: 0.0
unspecified: 0.0
unknown: 0.0
baby: 0.0
male: 0.0
unspecified: 0.0
senior: 0.0
male: 0.0
athletic: 0.0
senior: 0.0
male: 0.0
overweight: 0.0
adult: 0.0
female: 0.0
unspecified: 0.0
doctor: 0.0
ttymi: 0.0
gr: 0.0
vutkhesht: 0.0
wubh: 0.0
xa: 0.0
ksphkesj: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
unemployed: 0.0
you: 0.0
adult: 0.0
female: 0.0
unspecified: 0.0
criminal: 0.0
adult: 0.0
female: 0.0
unspecified: 0.0
doctor: 0.0
baby: 0.0
unknown: 0.0
unspecified: 0.0
senior: 0.0
unknown: 0.0
athletic: 0.0
adult: 0.0
unknown: 0.0
unspecified: 0.0
homeless: 0.0
senior: 0.0
male: 0.0
unspecified: 0.0
child: 0.0
female: 0.0
unspecified: 0.0
wyaiqlw: 0.0
umd: 0.0
x: 0.0
klk: 0.0
pi: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
ceo: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
unknown: 0.0
ksczwwrt: 0.0
seu: 0.0
--
average age: 51.9======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
senior: 1.0
female: 1.0
athletic: 1.0
jeqzvv: 1.0
adult: 1.0
male: 1.0
athletic: 1.0
doctor: 1.0
child: 1.0
female: 1.0
unspecified: 1.0
adult: 1.0
male: 1.0
athletic: 1.0
homeless: 1.0
senior: 1.0
male: 1.0
athletic: 1.0
senior: 1.0
female: 1.0
average: 1.0
senior: 1.0
unknown: 1.0
unspecified: 1.0
senior: 1.0
female: 1.0
average: 1.0
adult: 1.0
male: 1.0
athletic: 1.0
unknown: 1.0
you: 1.0
o: 1.0
hhq: 1.0
wgklnwxm: 1.0
mwk: 1.0
twahf: 1.0
ne: 1.0
pqimvjmjk: 1.0
cfwij: 1.0
a: 1.0
k: 1.0
pamyeoepti: 1.0
senior: 1.0
female: 1.0
athletic: 1.0
senior: 1.0
unknown: 1.0
unspecified: 1.0
senior: 1.0
unknown: 1.0
athletic: 1.0
child: 1.0
female: 1.0
unspecified: 1.0
senior: 1.0
male: 1.0
average: 1.0
child: 1.0
male: 1.0
overweight: 1.0
adult: 1.0
male: 1.0
athletic: 1.0
doctor: 1.0
nzqqfnt: 1.0
nmrpsicss: 1.0
fv: 1.0
hiexcqn: 1.0
qcl: 1.0
jgcfd: 1.0
s: 1.0
mytneqnlaj: 1.0
xtnv: 1.0
green: 0.73
animal: 0.68
pregnant: 0.67
pet: 0.67
null: 0.63
person: 0.5
red: 0.49
adult: 0.0
unknown: 0.0
athletic: 0.0
criminal: 0.0
senior: 0.0
male: 0.0
average: 0.0
adult: 0.0
female: 0.0
overweight: 0.0
unknown: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
homeless: 0.0
baby: 0.0
unknown: 0.0
unspecified: 0.0
adult: 0.0
unknown: 0.0
unspecified: 0.0
criminal: 0.0
f: 0.0
nhaowchhmd: 0.0
adult: 0.0
female: 0.0
athletic: 0.0
doctor: 0.0
senior: 0.0
female: 0.0
athletic: 0.0
senior: 0.0
unknown: 0.0
unspecified: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
doctor: 0.0
senior: 0.0
unknown: 0.0
average: 0.0
adult: 0.0
female: 0.0
overweight: 0.0
ceo: 0.0
senior: 0.0
female: 0.0
overweight: 0.0
adult: 0.0
unknown: 0.0
overweight: 0.0
homeless: 0.0
senior: 0.0
male: 0.0
average: 0.0
adult: 0.0
female: 0.0
average: 0.0
criminal: 0.0
sq: 0.0
gzjn: 0.0
ugcfbzw: 0.0
dzoba: 0.0
jzwik: 0.0
cvgsvb: 0.0
m: 0.0
tsaq: 0.0
--
average age: 62.4======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
--
average age: 52.8======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
senior: 1.0
female: 1.0
average: 1.0
senior: 1.0
female: 1.0
unspecified: 1.0
adult: 1.0
female: 1.0
average: 1.0
criminal: 1.0
klhlsckh: 1.0
jbz: 1.0
rdnsag: 1.0
adult: 1.0
male: 1.0
average: 1.0
ceo: 1.0
senior: 1.0
female: 1.0
unspecified: 1.0
adult: 1.0
unknown: 1.0
average: 1.0
unemployed: 1.0
senior: 1.0
male: 1.0
athletic: 1.0
senior: 1.0
male: 1.0
average: 1.0
wuc: 1.0
b: 1.0
bf: 1.0
fjxn: 1.0
yx: 1.0
eacftrwf: 1.0
ojwuregk: 1.0
nfgngsby: 1.0
sbpx: 1.0
senior: 1.0
unknown: 1.0
unspecified: 1.0
ftujovzwa: 1.0
vkuspggaun: 1.0
mpi: 1.0
b: 1.0
gvqcyi: 1.0
ypyi: 1.0
s: 1.0
pet: 0.75
red: 0.74
animal: 0.7
green: 0.41
person: 0.35
null: 0.33
pregnant: 0.33
senior: 0.0
male: 0.0
overweight: 0.0
baby: 0.0
unknown: 0.0
overweight: 0.0
senior: 0.0
unknown: 0.0
athletic: 0.0
gzm: 0.0
fafdltqvo: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
criminal: 0.0
senior: 0.0
unknown: 0.0
athletic: 0.0
adult: 0.0
female: 0.0
athletic: 0.0
criminal: 0.0
senior: 0.0
female: 0.0
overweight: 0.0
kmuqrhbj: 0.0
baby: 0.0
male: 0.0
average: 0.0
senior: 0.0
male: 0.0
athletic: 0.0
senior: 0.0
female: 0.0
unspecified: 0.0
adult: 0.0
unknown: 0.0
overweight: 0.0
doctor: 0.0
baby: 0.0
female: 0.0
overweight: 0.0
adult: 0.0
unknown: 0.0
average: 0.0
unknown: 0.0
baby: 0.0
female: 0.0
average: 0.0
adult: 0.0
male: 0.0
athletic: 0.0
doctor: 0.0
senior: 0.0
male: 0.0
average: 0.0
baby: 0.0
male: 0.0
overweight: 0.0
yzf: 0.0
djfiegp: 0.0
mngnoxwb: 0.0
gegjzf: 0.0
omy: 0.0
--
average age: 74.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
adult: 1.0
female: 1.0
average: 1.0
homeless: 1.0
adult: 1.0
unknown: 1.0
average: 1.0
unknown: 1.0
adult: 1.0
male: 1.0
athletic: 1.0
doctor: 1.0
adult: 1.0
female: 1.0
average: 1.0
unemployed: 1.0
senior: 1.0
unknown: 1.0
overweight: 1.0
adult: 1.0
female: 1.0
unspecified: 1.0
unemployed: 1.0
adult: 1.0
unknown: 1.0
unspecified: 1.0
unemployed: 1.0
qzmbujsazt: 1.0
dxgbtdxlnr: 1.0
bnkg: 1.0
pad: 1.0
x: 1.0
reqcsroy: 1.0
adult: 1.0
male: 1.0
average: 1.0
doctor: 1.0
senior: 1.0
unknown: 1.0
unspecified: 1.0
child: 1.0
unknown: 1.0
athletic: 1.0
senior: 1.0
male: 1.0
overweight: 1.0
jqgf: 1.0
dxlhjkwt: 1.0
vw: 1.0
adult: 1.0
female: 1.0
athletic: 1.0
doctor: 1.0
adult: 1.0
male: 1.0
overweight: 1.0
unemployed: 1.0
adult: 1.0
unknown: 1.0
overweight: 1.0
doctor: 1.0
ipqqg: 1.0
pregnant: 0.67
you: 0.5
person: 0.41
null: 0.4
red: 0.36
pet: 0.36
animal: 0.3
adult: 0.0
unknown: 0.0
average: 0.0
ceo: 0.0
adult: 0.0
male: 0.0
unspecified: 0.0
homeless: 0.0
adult: 0.0
unknown: 0.0
average: 0.0
criminal: 0.0
senior: 0.0
male: 0.0
athletic: 0.0
senior: 0.0
female: 0.0
unspecified: 0.0
child: 0.0
female: 0.0
overweight: 0.0
adult: 0.0
male: 0.0
unspecified: 0.0
doctor: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
ceo: 0.0
qyruksu: 0.0
ko: 0.0
qjvst: 0.0
prjm: 0.0
hskisq: 0.0
tzylxj: 0.0
kjbk: 0.0
vvnvm: 0.0
ulyz: 0.0
gbjjovl: 0.0
adult: 0.0
male: 0.0
average: 0.0
criminal: 0.0
senior: 0.0
male: 0.0
overweight: 0.0
baby: 0.0
female: 0.0
overweight: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
ceo: 0.0
adult: 0.0
male: 0.0
athletic: 0.0
ceo: 0.0
adult: 0.0
female: 0.0
unspecified: 0.0
ceo: 0.0
child: 0.0
male: 0.0
average: 0.0
adult: 0.0
male: 0.0
average: 0.0
unknown: 0.0
dkc: 0.0
na: 0.0
yfesjgnle: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
doctor: 0.0
adult: 0.0
male: 0.0
overweight: 0.0
unknown: 0.0
adult: 0.0
unknown: 0.0
overweight: 0.0
unknown: 0.0
adult: 0.0
unknown: 0.0
athletic: 0.0
criminal: 0.0
wfemn: 0.0
py: 0.0
sfdpiz: 0.0
antki: 0.0
mbjmh: 0.0
nzx: 0.0
qjkwxtpx: 0.0
zo: 0.0
zc: 0.0
hqodymiyb: 0.0
--
average age: 46.9======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
senior: 1.0
male: 1.0
average: 1.0
adult: 1.0
female: 1.0
overweight: 1.0
unknown: 1.0
adult: 1.0
male: 1.0
average: 1.0
homeless: 1.0
child: 1.0
male: 1.0
average: 1.0
senior: 1.0
male: 1.0
unspecified: 1.0
adult: 1.0
unknown: 1.0
average: 1.0
unemployed: 1.0
adult: 1.0
unknown: 1.0
average: 1.0
unknown: 1.0
adult: 1.0
male: 1.0
unspecified: 1.0
ceo: 1.0
adult: 1.0
unknown: 1.0
overweight: 1.0
doctor: 1.0
baby: 1.0
unknown: 1.0
average: 1.0
senior: 1.0
male: 1.0
athletic: 1.0
adult: 1.0
unknown: 1.0
average: 1.0
unemployed: 1.0
adult: 1.0
male: 1.0
average: 1.0
criminal: 1.0
les: 1.0
pgxurnv: 1.0
qubs: 1.0
kbmsnacj: 1.0
adult: 1.0
unknown: 1.0
athletic: 1.0
ceo: 1.0
senior: 1.0
female: 1.0
athletic: 1.0
senior: 1.0
female: 1.0
average: 1.0
adult: 1.0
unknown: 1.0
overweight: 1.0
unemployed: 1.0
senior: 1.0
female: 1.0
overweight: 1.0
adult: 1.0
male: 1.0
athletic: 1.0
unemployed: 1.0
adult: 1.0
unknown: 1.0
unspecified: 1.0
unemployed: 1.0
senior: 1.0
male: 1.0
unspecified: 1.0
senior: 1.0
female: 1.0
average: 1.0
kljzoikcb: 1.0
vuse: 1.0
pyumczhc: 1.0
trzzkaodt: 1.0
olubibolck: 1.0
wkqnirf: 1.0
loohmbbj: 1.0
oggrdx: 1.0
senior: 1.0
male: 1.0
unspecified: 1.0
adult: 1.0
unknown: 1.0
average: 1.0
unknown: 1.0
baby: 1.0
female: 1.0
unspecified: 1.0
senior: 1.0
female: 1.0
athletic: 1.0
d: 1.0
chddplx: 1.0
wolq: 1.0
egkvzgrex: 1.0
pregnant: 0.75
you: 0.67
green: 0.65
person: 0.65
null: 0.59
animal: 0.52
red: 0.42
pet: 0.36
adult: 0.0
unknown: 0.0
overweight: 0.0
unknown: 0.0
senior: 0.0
female: 0.0
overweight: 0.0
senior: 0.0
unknown: 0.0
athletic: 0.0
baby: 0.0
male: 0.0
athletic: 0.0
adult: 0.0
unknown: 0.0
overweight: 0.0
ceo: 0.0
child: 0.0
male: 0.0
average: 0.0
child: 0.0
male: 0.0
average: 0.0
baby: 0.0
female: 0.0
overweight: 0.0
cnujfgeo: 0.0
eru: 0.0
c: 0.0
kwapcolfu: 0.0
adult: 0.0
male: 0.0
average: 0.0
unemployed: 0.0
senior: 0.0
unknown: 0.0
athletic: 0.0
baby: 0.0
male: 0.0
overweight: 0.0
dnkh: 0.0
ma: 0.0
mljgo: 0.0
baby: 0.0
male: 0.0
average: 0.0
adult: 0.0
male: 0.0
unspecified: 0.0
ceo: 0.0
adult: 0.0
female: 0.0
unspecified: 0.0
homeless: 0.0
kig: 0.0
dufue: 0.0
nxuxbko: 0.0
lxcpph: 0.0
mfrg: 0.0
ruzjv: 0.0
qdq: 0.0
wj: 0.0
--
average age: 55.7======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
child: 1.0
q: 1.0
homeless: 1.0
criminal: 1.0
kjlaazk: 1.0
pemng: 1.0
ceo: 0.75
unspecified: 0.63
senior: 0.63
average: 0.6
null: 0.6
male: 0.56
female: 0.56
red: 0.55
person: 0.54
adult: 0.5
athletic: 0.5
pregnant: 0.5
overweight: 0.43
unknown: 0.4
doctor: 0.33
green: 0.22
pet: 0.22
animal: 0.19
you: 0.0
unemployed: 0.0
xnsi: 0.0
oir: 0.0
cgqyzmc: 0.0
aislpphw: 0.0
quu: 0.0
id: 0.0
fujyxfv: 0.0
p: 0.0
rxgksa: 0.0
baby: 0.0
rsdhjgjykx: 0.0
plqaaq: 0.0
k: 0.0
mscopozef: 0.0
--
average age: 50.8======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
kjlaazk: 1.0
pemng: 1.0
ogk: 1.0
im: 1.0
blywzrs: 1.0
t: 1.0
anleyox: 1.0
nrvrz: 1.0
eizl: 1.0
isnww: 1.0
ceo: 0.8
child: 0.67
baby: 0.67
red: 0.66
unspecified: 0.59
athletic: 0.57
overweight: 0.56
null: 0.55
female: 0.54
person: 0.54
adult: 0.52
q: 0.5
homeless: 0.5
criminal: 0.5
senior: 0.5
male: 0.5
unknown: 0.5
doctor: 0.5
unemployed: 0.5
pregnant: 0.43
animal: 0.39
average: 0.38
green: 0.32
pet: 0.25
you: 0.0
xnsi: 0.0
oir: 0.0
cgqyzmc: 0.0
aislpphw: 0.0
quu: 0.0
id: 0.0
fujyxfv: 0.0
p: 0.0
rxgksa: 0.0
rsdhjgjykx: 0.0
plqaaq: 0.0
k: 0.0
mscopozef: 0.0
alu: 0.0
jwqgwhg: 0.0
klixwsqkiq: 0.0
--
average age: 46.8======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
nmhuc: 1.0
d: 1.0
hoz: 1.0
c: 1.0
msrbkoyx: 1.0
xpoe: 1.0
cm: 1.0
z: 1.0
ffrubug: 1.0
jajxeysol: 1.0
e: 1.0
ke: 1.0
mukasab: 1.0
mgzgtuv: 1.0
jhsfgh: 1.0
walk: 1.0
ix: 1.0
gccqgkvgdb: 1.0
pet: 0.62
animal: 0.58
red: 0.55
male: 0.53
unknown: 0.52
senior: 0.5
average: 0.5
overweight: 0.5
doctor: 0.5
green: 0.45
null: 0.43
person: 0.43
adult: 0.42
athletic: 0.4
unemployed: 0.4
unspecified: 0.39
pregnant: 0.38
ceo: 0.33
homeless: 0.33
criminal: 0.33
female: 0.28
child: 0.27
mxdftg: 0.0
tplpy: 0.0
gbgtpqh: 0.0
dhtm: 0.0
vjnrx: 0.0
rjvmppj: 0.0
uspnmesi: 0.0
bqxz: 0.0
gv: 0.0
q: 0.0
vpdgukct: 0.0
iyx: 0.0
xpcptcuw: 0.0
--
average age: 40.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
nmhuc: 1.0
d: 1.0
hoz: 1.0
c: 1.0
msrbkoyx: 1.0
xpoe: 1.0
cm: 1.0
ffrubug: 1.0
jajxeysol: 1.0
e: 1.0
ke: 1.0
mukasab: 1.0
mgzgtuv: 1.0
jhsfgh: 1.0
walk: 1.0
ix: 1.0
gccqgkvgdb: 1.0
odzdc: 1.0
fjfkl: 1.0
rwq: 1.0
pftrbp: 1.0
sxrdl: 1.0
yqohm: 1.0
bmsuey: 1.0
jyofuycctd: 1.0
zkhhyh: 1.0
dpnqjxfwkw: 1.0
you: 1.0
nrcgls: 1.0
fxxqlny: 1.0
rulyf: 1.0
jjcbrgngob: 1.0
nvod: 1.0
xecfnsl: 1.0
baradlr: 1.0
baby: 0.75
unemployed: 0.63
criminal: 0.6
male: 0.57
unknown: 0.57
overweight: 0.56
red: 0.55
pet: 0.54
animal: 0.54
adult: 0.53
z: 0.5
senior: 0.5
average: 0.5
doctor: 0.5
green: 0.49
person: 0.48
unspecified: 0.46
pregnant: 0.44
athletic: 0.43
ceo: 0.43
homeless: 0.43
null: 0.41
female: 0.33
child: 0.2
mxdftg: 0.0
tplpy: 0.0
gbgtpqh: 0.0
dhtm: 0.0
vjnrx: 0.0
rjvmppj: 0.0
uspnmesi: 0.0
bqxz: 0.0
gv: 0.0
q: 0.0
vpdgukct: 0.0
iyx: 0.0
xpcptcuw: 0.0
s: 0.0
gagahqqla: 0.0
be: 0.0
rdjnrojh: 0.0
w: 0.0
edjsvvfl: 0.0
ymx: 0.0
tdqjvdbivu: 0.0
hwekoanlkx: 0.0
ynqj: 0.0
dv: 0.0
wliq: 0.0
lpeek: 0.0
fqaymz: 0.0
cd: 0.0
ybijzdtt: 0.0
--
average age: 46.7======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
xzwnua: 1.0
you: 1.0
c: 1.0
bstxlmdxrt: 1.0
hkl: 1.0
wkxelv: 1.0
gcbzmpmbj: 1.0
cqavn: 1.0
fxhiib: 1.0
ra: 1.0
mcwgplmjl: 1.0
cuhpfzoqf: 1.0
kcfg: 1.0
child: 0.75
homeless: 0.6
null: 0.58
male: 0.56
unspecified: 0.56
pregnant: 0.5
green: 0.5
athletic: 0.46
senior: 0.46
person: 0.45
overweight: 0.44
animal: 0.44
female: 0.42
unknown: 0.38
red: 0.37
average: 0.33
adult: 0.33
criminal: 0.33
pet: 0.29
doctor: 0.29
shpdkgsa: 0.0
wmeondv: 0.0
krclb: 0.0
uv: 0.0
nroun: 0.0
qijwgpxznb: 0.0
g: 0.0
a: 0.0
nkpbxo: 0.0
j: 0.0
ceo: 0.0
unemployed: 0.0
pggdsjhtis: 0.0
bqkphlpgo: 0.0
exy: 0.0
wbtkni: 0.0
xgcgyrbar: 0.0
--
average age: 47.8======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
xzwnua: 1.0
you: 1.0
c: 1.0
bstxlmdxrt: 1.0
hkl: 1.0
